GEOID,Geo_QName,Geo_STUSAB,Geo_STATE,Geo_COUNTY,Geo_TRACT,tot_pop,pop_dens,area,pop_male,pop_female,perc_male,perc_female,pop_under5,pop_5to9,pop_10to14,pop_15to17,pop_18to24,pop_25to34,pop_35to44,pop_45to54,pop_55to64,pop_65to74,pop_75to84,pop_85andover,perc_under5,perc_5to9,perc_10to14,perc_15to17,perc_18to24,perc_25to34,perc_35to44,perc_45to54,perc_55to64,perc_65to74,perc_75to84,perc_85andover,pop_white,pop_blackaa,pop_nativeamerican,pop_asian,pop_hawaiipacificislander,pop_race_other,pop_2ormoreraces,perc_white,perc_blackaa,perc_nativeamerican,perc_asian,perc_hawaiipacificislander,perc_race_other,perc_2ormoreraces,pop_nothispanic,pop_hispanic,perc_nothispanic,perc_hispanic,tot_pop_over25,pop25plus_lessthanhs,pop25plus_hsgrad,pop25plus_somecollege,pop25plus_bachelors,pop25plus_masters,pop25plus_profschooldegree,pop25plus_doctorate,perc25plus_lessthanhs,perc25plus_hsgrad,perc25plus_somecollege,perc25plus_bachelors,perc25plus_masters,perc25plus_profschooldegree,perc25plus_doctorate,tot_pop_over3,pop3plus_enrolledinschool,pop3plus_notenrolledinschool,perc3plus_enrolledinschool,perc3plus_notenrolledinschool,median_hhi,mean_hhi,percapita_income,gini,housing_units,housing_units_occupied,housing_units_vacant,perc_housing_units_occupied,perc_housing_units_vacant,occupied_housing_units,heat_type_gas,heat_type_electric,heat_type_fueloil,heat_type_coal,heat_type_solar,heat_type_other,heat_type_nofuel,perc_heat_type_gas,perc_heat_type_electric,perc_heat_type_fueloil,perc_heat_type_coal,perc_heat_type_solar,perc_heat_type_other,perc_heat_type_nofuel,median_gross_rent,tot_workers,workers_cartruckvan,workers_drovealone,workers_carpool,workers_publictransit,workers_motorcycle,workers_bicycle,workers_walked,workers_other,workers_wfh,perc_workers_cartruckvan,perc_workers_drovealone,perc_workers_carpool,perc_workers_publictransit,perc_workers_motorcycle,perc_workers_bicycle,perc_workers_walked,perc_workers_other,perc_workers_wfh,avg_commute,no_vehicle,1_vehicle,2_vehicle,3_vehicle,4_vehicle,5ormore_vehicle,perc_no_vehicle,perc_1_vehicle,perc_2_vehicle,perc_3_vehicle,perc_4_vehicle,perc_5ormore_vehicle
53053061602,"Census Tract 616.02, Pierce County, Washington",wa,53,053,061602,1209,2962.552,0.408094169,524,685,43.34,56.66,23,4,8,8,261,406,236,132,96,0,35,0,1.9,0.33,0.66,0.66,21.59,33.58,19.52,10.92,7.94,0,2.89,0,623,97,118,117,12,41,201,51.53,8.02,9.76,9.68,0.99,3.39,16.63,1016,193,84.04,15.96,905,70,185,323,128,149,44,6,7.73,20.44,35.69,14.14,16.46,4.86,0.66,1198,304,894,25.38,74.62,55139,68714.69534,36298,0.4385,625,558,67,89.28,10.72,558,64,468,6,0,0,13,7,11.47,83.87,1.08,0,0,2.33,1.25,1400,688,410,355,55,105,0,0,38,0,135,59.59,51.6,7.99,15.26,0,0,5.52,0,19.62,26,82,383,76,10,0,7,14.7,68.64,13.62,1.79,0,1.25
53053061700,"Census Tract 617, Pierce County, Washington",wa,53,053,061700,5212,5106.22,1.020715926,2389,2823,45.84,54.16,238,289,310,214,689,806,1070,716,379,406,75,20,4.57,5.54,5.95,4.11,13.22,15.46,20.53,13.74,7.27,7.79,1.44,0.38,3103,804,129,161,44,419,552,59.54,15.43,2.48,3.09,0.84,8.04,10.59,4052,1160,77.74,22.26,3472,433,689,1256,635,371,54,34,12.47,19.84,36.18,18.29,10.69,1.56,0.98,5092,1345,3747,26.41,73.59,75977,87681.67311,35809,0.3985,2274,2068,206,90.94,9.06,2068,609,1420,0,15,0,0,24,29.45,68.67,0,0.73,0,0,1.16,1413,2809,2157,1929,228,239,0,0,168,0,245,76.79,68.67,8.12,8.51,0,0,5.98,0,8.72,27,196,834,632,298,100,8,9.48,40.33,30.56,14.41,4.84,0.39
53053061800,"Census Tract 618, Pierce County, Washington",wa,53,053,061800,2805,5249.915,0.534294367,1505,1300,53.65,46.35,40,88,181,140,285,683,411,373,264,214,103,23,1.43,3.14,6.45,4.99,10.16,24.35,14.65,13.3,9.41,7.63,3.67,0.82,1548,397,98,289,0,35,438,55.19,14.15,3.49,10.3,0,1.25,15.61,2514,291,89.63,10.37,2071,135,870,567,260,152,63,24,6.52,42.01,27.38,12.55,7.34,3.04,1.16,2797,654,2143,23.38,76.62,75714,98754.5611,41718,0.415,1231,1162,69,94.39,5.61,1162,467,666,0,0,0,0,29,40.19,57.31,0,0,0,0,2.5,1476,1602,1392,1248,144,28,0,0,11,0,171,86.89,77.9,8.99,1.75,0,0,0.69,0,10.67,25,25,462,403,124,114,34,2.15,39.76,34.68,10.67,9.81,2.93
53053061900,"Census Tract 619, Pierce County, Washington",wa,53,053,061900,1972,4911.648,0.401494524,1056,916,53.55,46.45,38,152,123,36,118,257,379,254,197,303,79,36,1.93,7.71,6.24,1.83,5.98,13.03,19.22,12.88,9.99,15.37,4.01,1.83,1125,168,33,289,31,150,176,57.05,8.52,1.67,14.66,1.57,7.61,8.92,1738,234,88.13,11.87,1505,192,403,572,242,74,13,9,12.76,26.78,38.01,16.08,4.92,0.86,0.6,1953,388,1565,19.87,80.13,73609,103832.6113,45529,0.4834,905,831,74,91.82,8.18,831,276,537,11,7,0,0,0,33.21,64.62,1.32,0.84,0,0,0,1259,958,781,722,59,49,0,0,7,20,101,81.52,75.37,6.16,5.11,0,0,0.73,2.09,10.54,26,48,430,198,104,26,25,5.78,51.74,23.83,12.52,3.13,3.01
53053062000,"Census Tract 620, Pierce County, Washington",wa,53,053,062000,4470,5605.495,0.79743188,2365,2105,52.91,47.09,352,169,196,156,598,663,768,495,721,244,88,20,7.87,3.78,4.38,3.49,13.38,14.83,17.18,11.07,16.13,5.46,1.97,0.45,2918,436,48,119,105,364,480,65.28,9.75,1.07,2.66,2.35,8.14,10.74,3504,966,78.39,21.61,2999,389,767,1023,447,309,29,35,12.97,25.58,34.11,14.9,10.3,0.97,1.17,4199,849,3350,20.22,79.78,69451,78278.79121,32981,0.3976,1923,1820,103,94.64,5.36,1820,697,1100,16,0,0,0,7,38.3,60.44,0.88,0,0,0,0.38,1381,2489,1975,1725,250,129,0,0,10,12,363,79.35,69.3,10.04,5.18,0,0,0.4,0.48,14.58,23,164,520,847,123,77,89,9.01,28.57,46.54,6.76,4.23,4.89
53053062300,"Census Tract 623, Pierce County, Washington",wa,53,053,062300,5946,6270.422,0.948261536,2882,3064,48.47,51.53,366,368,366,187,423,1117,909,708,685,572,182,63,6.16,6.19,6.16,3.14,7.11,18.79,15.29,11.91,11.52,9.62,3.06,1.06,3095,668,213,985,27,601,357,52.05,11.23,3.58,16.57,0.45,10.11,6,5000,946,84.09,15.91,4236,500,1308,1434,491,409,50,44,11.8,30.88,33.85,11.59,9.66,1.18,1.04,5733,1211,4522,21.12,78.88,75577,90656.20471,34538,0.3215,2258,2208,50,97.79,2.21,2208,764,1366,53,25,0,0,0,34.6,61.87,2.4,1.13,0,0,0,1710,2936,2597,1986,611,98,12,0,0,100,129,88.45,67.64,20.81,3.34,0.41,0,0,3.41,4.39,35,49,580,942,463,144,30,2.22,26.27,42.66,20.97,6.52,1.36
53053062400,"Census Tract 624, Pierce County, Washington",wa,53,053,062400,6686,7640.036,0.875126835,3528,3158,52.77,47.23,607,355,505,56,458,1104,1454,513,624,663,246,101,9.08,5.31,7.55,0.84,6.85,16.51,21.75,7.67,9.33,9.92,3.68,1.51,4216,387,167,329,46,104,1437,63.06,5.79,2.5,4.92,0.69,1.56,21.49,5724,962,85.61,14.39,4705,516,1463,1298,894,409,69,56,10.97,31.09,27.59,19,8.69,1.47,1.19,6224,1494,4730,24,76,87629,92200,33124,0.3593,2395,2353,42,98.25,1.75,2353,1271,1082,0,0,0,0,0,54.02,45.98,0,0,0,0,0,1685,2804,2363,2217,146,215,0,63,18,0,145,84.27,79.07,5.21,7.67,0,2.25,0.64,0,5.17,34,19,919,791,180,281,163,0.81,39.06,33.62,7.65,11.94,6.93
53053062501,"Census Tract 625.01, Pierce County, Washington",wa,53,053,062501,4478,6953.53,0.64398947,2507,1971,55.98,44.02,319,336,250,77,187,1091,558,379,620,372,194,95,7.12,7.5,5.58,1.72,4.18,24.36,12.46,8.46,13.85,8.31,4.33,2.12,2707,222,5,448,44,179,873,60.45,4.96,0.11,10,0.98,4,19.5,3896,582,87,13,3309,319,1373,1090,279,211,0,37,9.64,41.49,32.94,8.43,6.38,0,1.12,4182,1039,3143,24.84,75.16,75926,95854.25653,39763,0.4471,1794,1762,32,98.22,1.78,1762,787,880,23,72,0,0,0,44.67,49.94,1.31,4.09,0,0,0,1393,2120,1689,1544,145,148,0,0,152,21,110,79.67,72.83,6.84,6.98,0,0,7.17,0.99,5.19,31,95,678,481,306,168,34,5.39,38.48,27.3,17.37,9.53,1.93
53053062502,"Census Tract 625.02, Pierce County, Washington",wa,53,053,062502,3381,7105.052,0.475858575,1602,1779,47.38,52.62,186,277,145,142,187,436,832,456,308,317,94,1,5.5,8.19,4.29,4.2,5.53,12.9,24.61,13.49,9.11,9.38,2.78,0.03,1911,454,33,138,0,42,803,56.52,13.43,0.98,4.08,0,1.24,23.75,2881,500,85.21,14.79,2444,230,636,1068,288,202,20,0,9.41,26.02,43.7,11.78,8.27,0.82,0,3341,761,2580,22.78,77.22,70000,88676.85888,35236,0.3383,1318,1318,0,100,0,1318,611,707,0,0,0,0,0,46.36,53.64,0,0,0,0,0,1850,1695,1538,1390,148,11,0,0,17,0,129,90.74,82.01,8.73,0.65,0,0,1,0,7.61,33,7,328,591,281,27,84,0.53,24.89,44.84,21.32,2.05,6.37
53053062600,"Census Tract 626, Pierce County, Washington",wa,53,053,062600,4215,1570.906,2.683164169,1775,2440,42.11,57.89,185,303,222,164,633,895,433,415,341,409,160,55,4.39,7.19,5.27,3.89,15.02,21.23,10.27,9.85,8.09,9.7,3.8,1.3,2475,776,44,220,12,66,622,58.72,18.41,1.04,5.22,0.28,1.57,14.76,3338,877,79.19,20.81,2708,474,678,961,430,118,8,39,17.5,25.04,35.49,15.88,4.36,0.3,1.44,4135,1200,2935,29.02,70.98,57655,78190.22989,40122,0.513,2123,2088,35,98.35,1.65,2088,309,1736,0,43,0,0,0,14.8,83.14,0,2.06,0,0,0,1498,1962,1751,1450,301,94,0,0,61,9,47,89.25,73.9,15.34,4.79,0,0,3.11,0.46,2.4,30,267,808,753,231,10,19,12.79,38.7,36.06,11.06,0.48,0.91
53053062801,"Census Tract 628.01, Pierce County, Washington",wa,53,053,062801,8142,5607.767,1.451914835,4245,3897,52.14,47.86,553,610,623,339,1086,1640,1027,1178,574,274,117,121,6.79,7.49,7.65,4.16,13.34,20.14,12.61,14.47,7.05,3.37,1.44,1.49,4938,1568,129,255,45,323,884,60.65,19.26,1.58,3.13,0.55,3.97,10.86,7059,1083,86.7,13.3,4931,515,1957,1890,490,27,52,0,10.44,39.69,38.33,9.94,0.55,1.05,0,7733,2092,5641,27.05,72.95,49167,72460.56833,29021,0.4356,3343,3132,211,93.69,6.31,3132,321,2609,29,142,0,0,31,10.25,83.3,0.93,4.53,0,0,0.99,1565,4142,3029,2623,406,290,0,0,122,266,435,73.13,63.33,9.8,7,0,0,2.95,6.42,10.5,29,471,1161,1007,344,78,71,15.04,37.07,32.15,10.98,2.49,2.27
53053062802,"Census Tract 628.02, Pierce County, Washington",wa,53,053,062802,4259,3666.453,1.161613104,2208,2051,51.84,48.16,466,183,235,125,569,853,420,512,467,290,115,24,10.94,4.3,5.52,2.93,13.36,20.03,9.86,12.02,10.97,6.81,2.7,0.56,2483,558,0,629,0,80,509,58.3,13.1,0,14.77,0,1.88,11.95,3939,320,92.49,7.51,2681,332,709,958,516,151,15,0,12.38,26.45,35.73,19.25,5.63,0.56,0,3939,1080,2859,27.42,72.58,79462,89757.60649,30946,0.3414,1573,1479,94,94.02,5.98,1479,592,861,11,15,0,0,0,40.03,58.22,0.74,1.01,0,0,0,1320,2020,1782,1307,475,40,0,14,0,28,156,88.22,64.7,23.51,1.98,0,0.69,0,1.39,7.72,27,92,317,583,263,141,83,6.22,21.43,39.42,17.78,9.53,5.61
53053062901,"Census Tract 629.01, Pierce County, Washington",wa,53,053,062901,4114,11021.41,0.373273544,2085,2029,50.68,49.32,445,175,197,125,706,784,664,239,449,229,23,78,10.82,4.25,4.79,3.04,17.16,19.06,16.14,5.81,10.91,5.57,0.56,1.9,2021,936,63,446,107,102,439,49.12,22.75,1.53,10.84,2.6,2.48,10.67,3548,566,86.24,13.76,2466,244,774,884,372,151,41,0,9.89,31.39,35.85,15.09,6.12,1.66,0,3714,926,2788,24.93,75.07,53016,65775.67425,30847,0.4644,1904,1891,13,99.32,0.68,1891,322,1569,0,0,0,0,0,17.03,82.97,0,0,0,0,0,1420,2222,1786,1655,131,210,0,0,33,46,147,80.38,74.48,5.9,9.45,0,0,1.49,2.07,6.62,32,233,800,624,217,17,0,12.32,42.31,33,11.48,0.9,0
53053062902,"Census Tract 629.02, Pierce County, Washington",wa,53,053,062902,4228,5436.478,0.777709395,2153,2075,50.92,49.08,307,183,94,146,531,725,557,622,505,424,83,51,7.26,4.33,2.22,3.45,12.56,17.15,13.17,14.71,11.94,10.03,1.96,1.21,2926,206,7,297,18,58,716,69.21,4.87,0.17,7.02,0.43,1.37,16.93,3173,1055,75.05,24.95,2967,408,1024,1156,221,158,0,0,13.75,34.51,38.96,7.45,5.33,0,0,3948,877,3071,22.21,77.79,80791,101473.3414,38979,0.3567,1701,1643,58,96.59,3.41,1643,815,772,16,19,0,0,21,49.6,46.99,0.97,1.16,0,0,1.28,1544,2450,2101,1932,169,135,9,19,11,24,151,85.76,78.86,6.9,5.51,0.37,0.78,0.45,0.98,6.16,32,15,581,453,409,93,92,0.91,35.36,27.57,24.89,5.66,5.6
53053063000,"Census Tract 630, Pierce County, Washington",wa,53,053,063000,3717,4366.156,0.851320933,2083,1634,56.04,43.96,328,140,244,100,579,781,596,276,349,161,153,10,8.82,3.77,6.56,2.69,15.58,21.01,16.03,7.43,9.39,4.33,4.12,0.27,1633,259,127,550,112,214,822,43.93,6.97,3.42,14.8,3.01,5.76,22.11,3260,457,87.71,12.29,2326,366,434,899,554,38,25,10,15.74,18.66,38.65,23.82,1.63,1.07,0.43,3511,791,2720,22.53,77.47,78262,106055.1724,38805,0.3768,1569,1508,61,96.11,3.89,1508,618,890,0,0,0,0,0,40.98,59.02,0,0,0,0,0,1709,2103,1978,1826,152,30,0,21,8,0,66,94.06,86.83,7.23,1.43,0,1,0.38,0,3.14,24,71,248,721,277,28,163,4.71,16.45,47.81,18.37,1.86,10.81
53053063100,"Census Tract 631, Pierce County, Washington",wa,53,053,063100,4516,4941.99,0.913801917,2229,2287,49.36,50.64,223,239,256,155,390,450,763,548,705,571,130,86,4.94,5.29,5.67,3.43,8.64,9.96,16.9,12.13,15.61,12.64,2.88,1.9,2484,469,134,482,209,130,608,55,10.39,2.97,10.67,4.63,2.88,13.46,3966,550,87.82,12.18,3253,278,1065,1203,499,196,12,0,8.55,32.74,36.98,15.34,6.03,0.37,0,4436,893,3543,20.13,79.87,85669,92867.8592,36106,0.3456,1815,1733,82,95.48,4.52,1733,595,1084,30,0,0,24,0,34.33,62.55,1.73,0,0,1.38,0,1639,2181,1989,1855,134,4,0,0,8,22,158,91.2,85.05,6.14,0.18,0,0,0.37,1.01,7.24,28,89,434,656,360,150,44,5.14,25.04,37.85,20.77,8.66,2.54
53053063200,"Census Tract 632, Pierce County, Washington",wa,53,053,063200,4906,5381.662,0.911614262,2567,2339,52.32,47.68,547,237,302,113,302,885,809,495,666,418,68,64,11.15,4.83,6.16,2.3,6.16,18.04,16.49,10.09,13.58,8.52,1.39,1.3,2936,492,29,811,36,103,499,59.85,10.03,0.59,16.53,0.73,2.1,10.17,4537,369,92.48,7.52,3405,380,1183,1108,461,228,13,32,11.16,34.74,32.54,13.54,6.7,0.38,0.94,4653,896,3757,19.26,80.74,84716,105110.2496,40126,0.3755,2129,1883,246,88.45,11.55,1883,584,1210,68,15,0,6,0,31.01,64.26,3.61,0.8,0,0.32,0,1729,2542,2175,1940,235,74,0,34,98,0,161,85.56,76.32,9.24,2.91,0,1.34,3.86,0,6.33,27,42,362,927,487,56,9,2.23,19.22,49.23,25.86,2.97,0.48
53053063301,"Census Tract 633.01, Pierce County, Washington",wa,53,053,063301,4181,5741.559,0.728199513,2471,1710,59.1,40.9,189,319,321,236,436,293,858,600,256,364,112,197,4.52,7.63,7.68,5.64,10.43,7.01,20.52,14.35,6.12,8.71,2.68,4.71,1532,1191,277,614,12,316,239,36.64,28.49,6.63,14.69,0.29,7.56,5.72,3213,968,76.85,23.15,2680,612,970,669,344,74,0,11,22.84,36.19,24.96,12.84,2.76,0,0.41,4119,1070,3049,25.98,74.02,70762,88530.40182,30299,0.3513,1378,1319,59,95.72,4.28,1319,318,964,0,0,8,0,29,24.11,73.09,0,0,0.61,0,2.2,1615,1911,1754,1456,298,81,0,12,0,5,59,91.78,76.19,15.59,4.24,0,0.63,0,0.26,3.09,33,92,283,550,189,107,98,6.97,21.46,41.7,14.33,8.11,7.43
53053063302,"Census Tract 633.02, Pierce County, Washington",wa,53,053,063302,4822,8345.917,0.577767542,2355,2467,48.84,51.16,316,237,583,233,426,897,622,584,590,143,181,10,6.55,4.91,12.09,4.83,8.83,18.6,12.9,12.11,12.24,2.97,3.75,0.21,1528,713,0,1657,25,558,341,31.69,14.79,0,34.36,0.52,11.57,7.07,3538,1284,73.37,26.63,3027,532,797,1387,249,62,0,0,17.58,26.33,45.82,8.23,2.05,0,0,4693,1472,3221,31.37,68.63,80462,85608.90745,26745,0.3515,1493,1437,56,96.25,3.75,1437,195,1210,0,24,0,8,0,13.57,84.2,0,1.67,0,0.56,0,2039,2298,2039,1812,227,50,0,0,79,27,103,88.73,78.85,9.88,2.18,0,0,3.44,1.17,4.48,26,93,337,367,395,167,78,6.47,23.45,25.54,27.49,11.62,5.43
53053063401,"Census Tract 634.01, Pierce County, Washington",wa,53,053,063401,5004,6709.459,0.745812722,2484,2520,49.64,50.36,463,308,185,179,371,1016,841,834,425,132,154,96,9.25,6.16,3.7,3.58,7.41,20.3,16.81,16.67,8.49,2.64,3.08,1.92,2217,604,81,460,295,455,892,44.3,12.07,1.62,9.19,5.9,9.09,17.83,4247,757,84.87,15.13,3498,523,973,1286,573,127,0,16,14.95,27.82,36.76,16.38,3.63,0,0.46,4821,969,3852,20.1,79.9,64349,93478.85463,36774,0.4459,1816,1816,0,100,0,1816,428,1337,25,0,8,0,18,23.57,73.62,1.38,0,0.44,0,0.99,1234,2346,1559,1368,191,299,0,0,13,0,475,66.45,58.31,8.14,12.75,0,0,0.55,0,20.25,32,347,572,520,244,90,43,19.11,31.5,28.63,13.44,4.96,2.37
53053063402,"Census Tract 634.02, Pierce County, Washington",wa,53,053,063402,3979,5343.232,0.744680284,2090,1889,52.53,47.47,125,305,261,248,486,551,611,474,578,189,122,29,3.14,7.67,6.56,6.23,12.21,13.85,15.36,11.91,14.53,4.75,3.07,0.73,1774,209,657,329,46,320,644,44.58,5.25,16.51,8.27,1.16,8.04,16.18,2648,1331,66.55,33.45,2554,435,812,852,432,23,0,0,17.03,31.79,33.36,16.91,0.9,0,0,3944,1131,2813,28.68,71.32,62308,90662.25115,31597,0.4188,1334,1306,28,97.9,2.1,1306,296,961,49,0,0,0,0,22.66,73.58,3.75,0,0,0,0,1505,1868,1379,1200,179,183,0,0,137,67,102,73.82,64.24,9.58,9.8,0,0,7.33,3.59,5.46,33,71,278,451,274,129,103,5.44,21.29,34.53,20.98,9.88,7.89
53053063501,"Census Tract 635.01, Pierce County, Washington",wa,53,053,063501,4514,6082.346,0.74214784,2093,2421,46.37,53.63,254,339,98,96,335,662,660,612,799,380,160,119,5.63,7.51,2.17,2.13,7.42,14.67,14.62,13.56,17.7,8.42,3.54,2.64,2403,940,64,412,97,138,460,53.23,20.82,1.42,9.13,2.15,3.06,10.19,3901,613,86.42,13.58,3392,355,721,1488,660,168,0,0,10.47,21.26,43.87,19.46,4.95,0,0,4362,727,3635,16.67,83.33,75453,85821.70448,31470,0.3624,1674,1631,43,97.43,2.57,1631,412,1133,0,86,0,0,0,25.26,69.47,0,5.27,0,0,0,1382,2233,1835,1600,235,34,0,17,23,0,324,82.18,71.65,10.52,1.52,0,0.76,1.03,0,14.51,26,32,546,700,251,78,24,1.96,33.48,42.92,15.39,4.78,1.47
53053063502,"Census Tract 635.02, Pierce County, Washington",wa,53,053,063502,4853,6508.751,0.745611563,2592,2261,53.41,46.59,330,307,382,191,606,703,613,664,394,396,239,28,6.8,6.33,7.87,3.94,12.49,14.49,12.63,13.68,8.12,8.16,4.92,0.58,1143,1011,153,1352,207,392,595,23.55,20.83,3.15,27.86,4.27,8.08,12.26,4081,772,84.09,15.91,3037,594,1017,892,336,171,27,0,19.56,33.49,29.37,11.06,5.63,0.89,0,4662,1118,3544,23.98,76.02,61865,78694.32289,27808,0.39,1805,1691,114,93.68,6.32,1691,415,1236,7,26,0,0,7,24.54,73.09,0.41,1.54,0,0,0.41,1719,2496,2212,1732,480,104,19,0,12,13,136,88.62,69.39,19.23,4.17,0.76,0,0.48,0.52,5.45,29,80,505,631,345,72,58,4.73,29.86,37.32,20.4,4.26,3.43
53053070100,"Census Tract 701, Pierce County, Washington",wa,53,053,070100,3881,5.298977,732.4055061,1993,1888,51.35,48.65,231,298,322,99,147,493,549,400,555,636,112,39,5.95,7.68,8.3,2.55,3.79,12.7,14.15,10.31,14.3,16.39,2.89,1,3453,0,0,73,16,127,212,88.97,0,0,1.88,0.41,3.27,5.46,3518,363,90.65,9.35,2784,224,637,1253,414,143,11,102,8.05,22.88,45.01,14.87,5.14,0.4,3.66,3717,902,2815,24.27,75.73,108579,129733.935,47359,0.3546,1865,1385,480,74.26,25.74,1385,493,648,0,244,0,0,0,35.6,46.79,0,17.62,0,0,0,1214,1711,1508,1161,347,8,0,0,41,17,137,88.14,67.86,20.28,0.47,0,0,2.4,0.99,8.01,39,11,245,517,345,223,44,0.79,17.69,37.33,24.91,16.1,3.18
53053070204,"Census Tract 702.04, Pierce County, Washington",wa,53,053,070204,3593,1798.732,1.997518135,1805,1788,50.24,49.76,287,288,215,70,294,516,531,566,373,299,102,52,7.99,8.02,5.98,1.95,8.18,14.36,14.78,15.75,10.38,8.32,2.84,1.45,3399,0,45,18,0,10,121,94.6,0,1.25,0.5,0,0.28,3.37,3350,243,93.24,6.76,2439,152,888,1067,276,50,6,0,6.23,36.41,43.75,11.32,2.05,0.25,0,3355,755,2600,22.5,77.5,106853,132958.3467,46548,0.3906,1323,1246,77,94.18,5.82,1246,203,870,10,99,0,64,0,16.29,69.82,0.8,7.95,0,5.14,0,1497,1738,1588,1312,276,0,0,0,0,46,104,91.37,75.49,15.88,0,0,0,0,2.65,5.98,34,33,136,384,439,193,61,2.65,10.91,30.82,35.23,15.49,4.9
53053070205,"Census Tract 702.05, Pierce County, Washington",wa,53,053,070205,3256,439.154,7.414255973,1750,1506,53.75,46.25,145,178,276,186,195,370,514,501,565,155,152,19,4.45,5.47,8.48,5.71,5.99,11.36,15.79,15.39,17.35,4.76,4.67,0.58,3175,25,0,0,0,0,56,97.51,0.77,0,0,0,0,1.72,3177,79,97.57,2.43,2276,148,835,879,269,113,3,29,6.5,36.69,38.62,11.82,4.96,0.13,1.27,3158,866,2292,27.42,72.58,108636,126494.9066,47113,0.4081,1246,1178,68,94.54,5.46,1178,440,554,0,184,0,0,0,37.35,47.03,0,15.62,0,0,0,1534,1705,1539,1386,153,13,0,0,16,26,111,90.26,81.29,8.97,0.76,0,0,0.94,1.52,6.51,34,10,128,472,358,66,144,0.85,10.87,40.07,30.39,5.6,12.22
53053070206,"Census Tract 702.06, Pierce County, Washington",wa,53,053,070206,4855,322.1576,15.07026287,2544,2311,52.4,47.6,307,476,278,186,382,610,595,749,661,497,96,18,6.32,9.8,5.73,3.83,7.87,12.56,12.26,15.43,13.61,10.24,1.98,0.37,4555,4,12,63,0,95,126,93.82,0.08,0.25,1.3,0,1.96,2.6,4507,348,92.83,7.17,3226,285,1053,1039,616,149,55,29,8.83,32.64,32.21,19.09,4.62,1.7,0.9,4730,1196,3534,25.29,74.71,114013,172975.5735,58441,0.4595,1650,1613,37,97.76,2.24,1613,387,765,26,350,0,58,27,23.99,47.43,1.61,21.7,0,3.6,1.67,1444,2466,2131,1948,183,28,0,0,36,6,265,86.42,78.99,7.42,1.14,0,0,1.46,0.24,10.75,45,9,162,527,443,166,306,0.56,10.04,32.67,27.46,10.29,18.97
53053070207,"Census Tract 702.07, Pierce County, Washington",wa,53,053,070207,5977,472.5825,12.64752655,2960,3017,49.52,50.48,370,330,393,175,433,646,1115,650,685,580,451,149,6.19,5.52,6.58,2.93,7.24,10.81,18.65,10.88,11.46,9.7,7.55,2.49,5451,3,212,48,10,24,229,91.2,0.05,3.55,0.8,0.17,0.4,3.83,5586,391,93.46,6.54,4276,253,1397,1513,917,196,0,0,5.92,32.67,35.38,21.45,4.58,0,0,5798,1177,4621,20.3,79.7,126193,144772.312,53048,0.3686,2279,2167,112,95.09,4.91,2167,1319,730,0,96,0,22,0,60.87,33.69,0,4.43,0,1.02,0,1687,2858,2263,1967,296,26,0,0,44,93,432,79.18,68.82,10.36,0.91,0,0,1.54,3.25,15.12,36,106,357,671,680,175,178,4.89,16.47,30.96,31.38,8.08,8.21
53053070208,"Census Tract 702.08, Pierce County, Washington",wa,53,053,070208,7617,901.5909,8.448398989,3902,3715,51.23,48.77,779,752,823,315,233,952,1731,644,439,665,284,0,10.23,9.87,10.8,4.14,3.06,12.5,22.73,8.45,5.76,8.73,3.73,0,6212,73,31,555,0,20,726,81.55,0.96,0.41,7.29,0,0.26,9.53,7168,449,94.11,5.89,4715,227,706,1515,1517,691,59,0,4.81,14.97,32.13,32.17,14.66,1.25,0,7177,2295,4882,31.98,68.02,137074,147673.9868,47400,0.2974,2463,2418,45,98.17,1.83,2418,1697,721,0,0,0,0,0,70.18,29.82,0,0,0,0,0,3086,3298,2372,1958,414,51,0,0,38,103,734,71.92,59.37,12.55,1.55,0,0,1.15,3.12,22.26,46,0,387,1361,494,159,17,0,16,56.29,20.43,6.58,0.7
53053070209,"Census Tract 702.09, Pierce County, Washington",wa,53,053,070209,3984,754.6839,5.279031409,2253,1731,56.55,43.45,226,261,311,210,445,581,417,633,635,189,30,46,5.67,6.55,7.81,5.27,11.17,14.58,10.47,15.89,15.94,4.74,0.75,1.15,3479,0,19,102,4,129,251,87.32,0,0.48,2.56,0.1,3.24,6.3,3584,400,89.96,10.04,2531,322,879,755,462,82,31,0,12.72,34.73,29.83,18.25,3.24,1.22,0,3838,993,2845,25.87,74.13,103025,138882.5145,48972,0.4243,1442,1384,58,95.98,4.02,1384,543,682,0,95,64,0,0,39.23,49.28,0,6.86,4.62,0,0,2625,1874,1483,1371,112,0,0,0,59,0,332,79.14,73.16,5.98,0,0,0,3.15,0,17.72,44,0,347,441,265,168,163,0,25.07,31.86,19.15,12.14,11.78
