GEOID,Geo_QName,Geo_STUSAB,Geo_STATE,Geo_COUNTY,Geo_TRACT,tot_pop,pop_dens,area,pop_male,pop_female,perc_male,perc_female,pop_under5,pop_5to9,pop_10to14,pop_15to17,pop_18to24,pop_25to34,pop_35to44,pop_45to54,pop_55to64,pop_65to74,pop_75to84,pop_85andover,perc_under5,perc_5to9,perc_10to14,perc_15to17,perc_18to24,perc_25to34,perc_35to44,perc_45to54,perc_55to64,perc_65to74,perc_75to84,perc_85andover,pop_white,pop_blackaa,pop_nativeamerican,pop_asian,pop_hawaiipacificislander,pop_race_other,pop_2ormoreraces,perc_white,perc_blackaa,perc_nativeamerican,perc_asian,perc_hawaiipacificislander,perc_race_other,perc_2ormoreraces,pop_nothispanic,pop_hispanic,perc_nothispanic,perc_hispanic,tot_pop_over25,pop25plus_lessthanhs,pop25plus_hsgrad,pop25plus_somecollege,pop25plus_bachelors,pop25plus_masters,pop25plus_profschooldegree,pop25plus_doctorate,perc25plus_lessthanhs,perc25plus_hsgrad,perc25plus_somecollege,perc25plus_bachelors,perc25plus_masters,perc25plus_profschooldegree,perc25plus_doctorate,tot_pop_over3,pop3plus_enrolledinschool,pop3plus_notenrolledinschool,perc3plus_enrolledinschool,perc3plus_notenrolledinschool,median_hhi,mean_hhi,percapita_income,gini,housing_units,housing_units_occupied,housing_units_vacant,perc_housing_units_occupied,perc_housing_units_vacant,occupied_housing_units,heat_type_gas,heat_type_electric,heat_type_fueloil,heat_type_coal,heat_type_solar,heat_type_other,heat_type_nofuel,perc_heat_type_gas,perc_heat_type_electric,perc_heat_type_fueloil,perc_heat_type_coal,perc_heat_type_solar,perc_heat_type_other,perc_heat_type_nofuel,median_gross_rent,tot_workers,workers_cartruckvan,workers_drovealone,workers_carpool,workers_publictransit,workers_motorcycle,workers_bicycle,workers_walked,workers_other,workers_wfh,perc_workers_cartruckvan,perc_workers_drovealone,perc_workers_carpool,perc_workers_publictransit,perc_workers_motorcycle,perc_workers_bicycle,perc_workers_walked,perc_workers_other,perc_workers_wfh,avg_commute,no_vehicle,1_vehicle,2_vehicle,3_vehicle,4_vehicle,5ormore_vehicle,perc_no_vehicle,perc_1_vehicle,perc_2_vehicle,perc_3_vehicle,perc_4_vehicle,perc_5ormore_vehicle
53001950100,"Census Tract 9501, Adams County, Washington",wa,53,001,950100,2456,3.944901,622.5758081,1242,1214,50.57,49.43,82,192,225,80,136,335,192,179,521,325,133,56,3.34,7.82,9.16,3.26,5.54,13.64,7.82,7.29,21.21,13.23,5.42,2.28,2193,33,10,28,4,16,172,89.29,1.34,0.41,1.14,0.16,0.65,7,2255,201,91.82,8.18,1741,112,460,767,279,89,4,30,6.43,26.42,44.06,16.03,5.11,0.23,1.72,2422,565,1857,23.33,76.67,65625,78946.85315,34499,0.4015,1154,1001,153,86.74,13.26,1001,470,432,15,36,0,16,32,46.95,43.16,1.5,3.6,0,1.6,3.2,858,1013,836,715,121,0,0,0,72,26,79,82.53,70.58,11.94,0,0,0,7.11,2.57,7.8,20,59,217,448,191,56,30,5.89,21.68,44.76,19.08,5.59,3
53001950200,"Census Tract 9502, Adams County, Washington",wa,53,001,950200,1935,2.333721,829.1481072,1035,900,53.49,46.51,111,70,176,87,271,131,323,188,268,219,52,39,5.74,3.62,9.1,4.5,14.01,6.77,16.69,9.72,13.85,11.32,2.69,2.02,1305,0,41,0,0,474,115,67.44,0,2.12,0,0,24.5,5.94,1374,561,71.01,28.99,1220,251,397,263,208,69,20,12,20.57,32.54,21.56,17.05,5.66,1.64,0.98,1846,484,1362,26.22,73.78,68083,75245.36585,27159,0.3667,814,615,199,75.55,24.45,615,123,393,49,30,0,15,5,20,63.9,7.97,4.88,0,2.44,0.81,822,875,777,683,94,0,0,0,44,12,42,88.8,78.06,10.74,0,0,0,5.03,1.37,4.8,34,22,92,174,184,92,51,3.58,14.96,28.29,29.92,14.96,8.29
53001950301,"Census Tract 9503.01, Adams County, Washington",wa,53,001,950301,1669,10.007,166.7832283,891,778,53.39,46.61,137,254,99,117,86,179,96,125,350,137,61,28,8.21,15.22,5.93,7.01,5.15,10.72,5.75,7.49,20.97,8.21,3.65,1.68,641,0,15,1,0,964,48,38.41,0,0.9,0.06,0,57.76,2.88,525,1144,31.46,68.54,976,375,252,220,63,37,29,0,38.42,25.82,22.54,6.45,3.79,2.97,0,1544,493,1051,31.93,68.07,62801,86650,28420,0.4633,569,544,25,95.61,4.39,544,47,452,12,3,15,0,15,8.64,83.09,2.21,0.55,2.76,0,2.76,NA,524,524,426,98,0,0,0,0,0,0,100,81.3,18.7,0,0,0,0,0,0,20,15,40,212,209,56,12,2.76,7.35,38.97,38.42,10.29,2.21
53001950302,"Census Tract 9503.02, Adams County, Washington",wa,53,001,950302,2720,40.35379,67.40382118,1467,1253,53.93,46.07,157,323,275,225,393,413,247,279,142,199,61,6,5.77,11.88,10.11,8.27,14.45,15.18,9.08,10.26,5.22,7.32,2.24,0.22,503,0,249,0,0,1459,509,18.49,0,9.15,0,0,53.64,18.71,292,2428,10.74,89.26,1347,748,375,142,12,45,9,16,55.53,27.84,10.54,0.89,3.34,0.67,1.19,2687,841,1846,31.3,68.7,52500,61416.30728,15703,0.4157,782,742,40,94.88,5.12,742,29,650,0,53,0,10,0,3.91,87.6,0,7.14,0,1.35,0,865,1202,1100,803,297,0,0,0,32,67,3,91.51,66.81,24.71,0,0,0,2.66,5.57,0.25,19,82,116,206,185,153,0,11.05,15.63,27.76,24.93,20.62,0
53001950303,"Census Tract 9503.03, Adams County, Washington",wa,53,001,950303,2826,61.70905,45.79555118,1337,1489,47.31,52.69,240,255,390,199,252,322,267,345,284,135,137,0,8.49,9.02,13.8,7.04,8.92,11.39,9.45,12.21,10.05,4.78,4.85,0,1446,0,0,0,80,1101,199,51.17,0,0,0,2.83,38.96,7.04,737,2089,26.08,73.92,1490,486,588,228,124,39,25,0,32.62,39.46,15.3,8.32,2.62,1.68,0,2665,961,1704,36.06,63.94,59840,83944.18919,24712,0.4135,753,740,13,98.27,1.73,740,25,696,0,6,0,13,0,3.38,94.05,0,0.81,0,1.76,0,NA,1179,1036,864,172,0,0,0,0,16,127,87.87,73.28,14.59,0,0,0,0,1.36,10.77,27,0,38,303,236,36,127,0,5.14,40.95,31.89,4.86,17.16
53001950400,"Census Tract 9504, Adams County, Washington",wa,53,001,950400,3031,2205.137,1.374517951,1291,1740,42.59,57.41,439,231,441,187,121,340,327,326,259,165,105,90,14.48,7.62,14.55,6.17,3.99,11.22,10.79,10.76,8.55,5.44,3.46,2.97,1585,5,39,68,0,707,627,52.29,0.16,1.29,2.24,0,23.33,20.69,834,2197,27.52,72.48,1612,352,486,477,239,55,3,0,21.84,30.15,29.59,14.83,3.41,0.19,0,2829,975,1854,34.46,65.54,54214,80377.26316,24146,0.4887,984,950,34,96.54,3.46,950,274,653,0,0,9,11,3,28.84,68.74,0,0,0.95,1.16,0.32,961,946,829,699,130,0,0,0,58,0,59,87.63,73.89,13.74,0,0,0,6.13,0,6.24,17,200,206,269,197,56,22,21.05,21.68,28.32,20.74,5.89,2.32
53001950500,"Census Tract 9505, Adams County, Washington",wa,53,001,950500,5920,1237.913,4.782243779,3246,2674,54.83,45.17,655,585,673,254,881,837,815,546,305,303,66,0,11.06,9.88,11.37,4.29,14.88,14.14,13.77,9.22,5.15,5.12,1.11,0,3088,6,87,29,0,1219,1491,52.16,0.1,1.47,0.49,0,20.59,25.19,1287,4633,21.74,78.26,2872,945,969,708,93,143,0,14,32.9,33.74,24.65,3.24,4.98,0,0.49,5386,1814,3572,33.68,66.32,64711,76066.1215,22879,0.4527,1718,1712,6,99.65,0.35,1712,511,1186,0,15,0,0,0,29.85,69.28,0,0.88,0,0,0,998,2311,2091,1690,401,6,0,7,53,38,116,90.48,73.13,17.35,0.26,0,0.3,2.29,1.64,5.02,21,86,309,916,201,72,128,5.02,18.05,53.5,11.74,4.21,7.48
53003960100,"Census Tract 9601, Asotin County, Washington",wa,53,003,960100,4363,8.431379,517.4716547,2232,2131,51.16,48.84,156,265,258,204,239,356,331,532,769,701,406,146,3.58,6.07,5.91,4.68,5.48,8.16,7.59,12.19,17.63,16.07,9.31,3.35,4040,18,0,22,0,72,211,92.6,0.41,0,0.5,0,1.65,4.84,4293,70,98.4,1.6,3241,200,681,1177,692,207,238,46,6.17,21.01,36.32,21.35,6.39,7.34,1.42,4294,917,3377,21.36,78.64,79663,116304.0526,51332,0.4449,2076,1900,176,91.52,8.48,1900,1111,685,6,90,0,0,8,58.47,36.05,0.32,4.74,0,0,0.42,998,1754,1533,1405,128,0,9,0,13,0,199,87.4,80.1,7.3,0,0.51,0,0.74,0,11.35,22,58,428,594,534,239,47,3.05,22.53,31.26,28.11,12.58,2.47
53003960200,"Census Tract 9602, Asotin County, Washington",wa,53,003,960200,4450,39.16155,113.6318717,1830,2620,41.12,58.88,61,142,245,132,321,469,265,590,811,931,255,228,1.37,3.19,5.51,2.97,7.21,10.54,5.96,13.26,18.22,20.92,5.73,5.12,4288,0,0,0,0,0,162,96.36,0,0,0,0,0,3.64,4205,245,94.49,5.51,3549,176,1126,1360,514,335,26,12,4.96,31.73,38.32,14.48,9.44,0.73,0.34,4450,686,3764,15.42,84.58,73906,101035.5027,45535,0.4572,2183,2059,124,94.32,5.68,2059,1037,800,92,117,0,0,13,50.36,38.85,4.47,5.68,0,0,0.63,1081,2193,1758,1596,162,0,0,0,0,0,435,80.16,72.78,7.39,0,0,0,0,0,19.84,15,0,606,777,277,254,145,0,29.43,37.74,13.45,12.34,7.04
53003960300,"Census Tract 9603, Asotin County, Washington",wa,53,003,960300,3320,2212.227,1.500750197,1729,1591,52.08,47.92,211,176,215,143,269,548,546,307,479,312,75,39,6.36,5.3,6.48,4.31,8.1,16.51,16.45,9.25,14.43,9.4,2.26,1.17,3157,0,0,15,0,43,105,95.09,0,0,0.45,0,1.3,3.16,3090,230,93.07,6.93,2306,168,972,847,263,43,6,7,7.29,42.15,36.73,11.41,1.86,0.26,0.3,3236,638,2598,19.72,80.28,55950,71785.89939,29960,0.4617,1520,1312,208,86.32,13.68,1312,636,604,0,41,0,31,0,48.48,46.04,0,3.12,0,2.36,0,814,1482,1371,1261,110,8,0,14,65,13,11,92.51,85.09,7.42,0.54,0,0.94,4.39,0.88,0.74,12,37,507,474,203,57,34,2.82,38.64,36.13,15.47,4.34,2.59
53003960400,"Census Tract 9604, Asotin County, Washington",wa,53,003,960400,2520,4113.302,0.612646468,1332,1188,52.86,47.14,159,173,215,66,213,184,348,291,285,268,274,44,6.31,6.87,8.53,2.62,8.45,7.3,13.81,11.55,11.31,10.63,10.87,1.75,2282,21,0,6,0,5,206,90.56,0.83,0,0.24,0,0.2,8.17,2343,177,92.98,7.02,1694,197,659,630,104,69,21,14,11.63,38.9,37.19,6.14,4.07,1.24,0.83,2466,591,1875,23.97,76.03,48333,62698,25981,0.4273,1032,1000,32,96.9,3.1,1000,494,438,12,56,0,0,0,49.4,43.8,1.2,5.6,0,0,0,975,858,790,683,107,1,0,0,0,7,60,92.07,79.6,12.47,0.12,0,0,0,0.82,6.99,13,70,349,332,226,7,16,7,34.9,33.2,22.6,0.7,1.6
53003960500,"Census Tract 9605, Asotin County, Washington",wa,53,003,960500,3667,5064.934,0.723997563,1777,1890,48.46,51.54,362,147,159,60,506,399,535,367,444,348,249,91,9.87,4.01,4.34,1.64,13.8,10.88,14.59,10.01,12.11,9.49,6.79,2.48,2839,128,48,218,0,26,408,77.42,3.49,1.31,5.94,0,0.71,11.13,3449,218,94.06,5.94,2433,114,626,1183,361,103,46,0,4.69,25.73,48.62,14.84,4.23,1.89,0,3456,690,2766,19.97,80.03,58137,71828.20847,30921,0.4144,1605,1535,70,95.64,4.36,1535,931,579,5,4,0,16,0,60.65,37.72,0.33,0.26,0,1.04,0,846,1559,1381,1203,178,0,0,0,102,0,76,88.58,77.16,11.42,0,0,0,6.54,0,4.87,15,89,611,463,181,121,70,5.8,39.8,30.16,11.79,7.88,4.56
53003960600,"Census Tract 9606, Asotin County, Washington",wa,53,003,960600,4050,1897.328,2.134581319,2131,1919,52.62,47.38,289,135,264,275,145,323,564,540,549,385,468,113,7.14,3.33,6.52,6.79,3.58,7.98,13.93,13.33,13.56,9.51,11.56,2.79,3630,0,223,0,0,123,74,89.63,0,5.51,0,0,3.04,1.83,3947,103,97.46,2.54,2942,275,1002,1038,387,189,20,31,9.35,34.06,35.28,13.15,6.42,0.68,1.05,3869,699,3170,18.07,81.93,46994,69841.52392,29209,0.477,1693,1693,0,100,0,1693,1049,604,15,25,0,0,0,61.96,35.68,0.89,1.48,0,0,0,1156,1454,1198,1171,27,2,0,8,50,0,196,82.39,80.54,1.86,0.14,0,0.55,3.44,0,13.48,13,57,387,569,398,76,206,3.37,22.86,33.61,23.51,4.49,12.17
53005010100,"Census Tract 101, Benton County, Washington",wa,53,005,010100,4996,2050.541,2.436429821,2631,2365,52.66,47.34,238,172,353,314,319,593,483,425,888,730,327,154,4.76,3.44,7.07,6.29,6.39,11.87,9.67,8.51,17.77,14.61,6.55,3.08,4357,9,8,341,0,30,251,87.21,0.18,0.16,6.83,0,0.6,5.02,4743,253,94.94,5.06,3600,90,480,1061,962,692,135,180,2.5,13.33,29.47,26.72,19.22,3.75,5,4827,1129,3698,23.39,76.61,101667,121688.2,49691,0.3488,2104,2000,104,95.06,4.94,2000,263,1722,0,0,0,15,0,13.15,86.1,0,0,0,0.75,0,1223,2306,1705,1576,129,111,0,38,45,19,388,73.94,68.34,5.59,4.81,0,1.65,1.95,0.82,16.83,19,62,436,929,451,93,29,3.1,21.8,46.45,22.55,4.65,1.45
53005010201,"Census Tract 102.01, Benton County, Washington",wa,53,005,010201,6128,364.4635,16.81375358,3236,2892,52.81,47.19,530,293,333,167,515,1071,449,739,999,474,494,64,8.65,4.78,5.43,2.73,8.4,17.48,7.33,12.06,16.3,7.73,8.06,1.04,4801,4,61,369,0,176,717,78.35,0.07,1,6.02,0,2.87,11.7,5601,527,91.4,8.6,4290,103,632,1398,1226,523,92,316,2.4,14.73,32.59,28.58,12.19,2.14,7.37,5822,1350,4472,23.19,76.81,104861,123983.032,51415,0.3384,2434,2434,0,100,0,2434,915,1519,0,0,0,0,0,37.59,62.41,0,0,0,0,0,1154,2948,2393,2155,238,65,0,0,22,31,437,81.17,73.1,8.07,2.2,0,0,0.75,1.05,14.82,18,0,678,1079,605,23,49,0,27.86,44.33,24.86,0.94,2.01
53005010203,"Census Tract 102.03, Benton County, Washington",wa,53,005,010203,4600,2750.933,1.672159871,2426,2174,52.74,47.26,298,641,274,55,414,1131,685,116,538,229,186,33,6.48,13.93,5.96,1.2,9,24.59,14.89,2.52,11.7,4.98,4.04,0.72,3651,0,26,373,89,82,379,79.37,0,0.57,8.11,1.93,1.78,8.24,3316,1284,72.09,27.91,2918,131,633,976,602,234,60,282,4.49,21.69,33.45,20.63,8.02,2.06,9.66,4444,1347,3097,30.31,69.69,71744,95833.87916,37631,0.3721,1885,1771,114,93.95,6.05,1771,332,1390,16,15,0,18,0,18.75,78.49,0.9,0.85,0,1.02,0,1375,2201,1808,1595,213,0,0,0,129,0,264,82.14,72.47,9.68,0,0,0,5.86,0,11.99,18,142,648,662,290,29,0,8.02,36.59,37.38,16.37,1.64,0
53005010204,"Census Tract 102.04, Benton County, Washington",wa,53,005,010204,2761,8005.361,0.344893876,1144,1617,41.43,58.57,73,161,169,154,438,512,375,243,226,173,65,172,2.64,5.83,6.12,5.58,15.86,18.54,13.58,8.8,8.19,6.27,2.35,6.23,2015,105,0,168,0,264,209,72.98,3.8,0,6.08,0,9.56,7.57,2352,409,85.19,14.81,1766,68,448,707,428,35,16,64,3.85,25.37,40.03,24.24,1.98,0.91,3.62,2727,660,2067,24.2,75.8,62000,63200.91549,34033,0.3834,1591,1420,171,89.25,10.75,1420,204,1208,0,8,0,0,0,14.37,85.07,0,0.56,0,0,0,1061,1397,1337,1193,144,0,0,18,11,0,31,95.71,85.4,10.31,0,0,1.29,0.79,0,2.22,17,218,745,294,147,4,12,15.35,52.46,20.7,10.35,0.28,0.85
53005010300,"Census Tract 103, Benton County, Washington",wa,53,005,010300,5744,2512.658,2.28602565,3204,2540,55.78,44.22,397,522,265,247,699,865,804,660,482,479,232,92,6.91,9.09,4.61,4.3,12.17,15.06,14,11.49,8.39,8.34,4.04,1.6,4317,115,57,40,0,28,1187,75.16,2,0.99,0.7,0,0.49,20.67,4301,1443,74.88,25.12,3614,128,638,1544,697,496,0,111,3.54,17.65,42.72,19.29,13.72,0,3.07,5401,1721,3680,31.86,68.14,85786,110707.6195,43711,0.4112,2332,2218,114,95.11,4.89,2218,435,1690,0,93,0,0,0,19.61,76.19,0,4.19,0,0,0,1441,2679,2266,2068,198,51,0,0,64,16,282,84.58,77.19,7.39,1.9,0,0,2.39,0.6,10.53,28,24,569,955,407,140,123,1.08,25.65,43.06,18.35,6.31,5.55
53005010400,"Census Tract 104, Benton County, Washington",wa,53,005,010400,3492,6020.514,0.580016973,1798,1694,51.49,48.51,132,116,207,157,470,621,281,388,530,319,262,9,3.78,3.32,5.93,4.5,13.46,17.78,8.05,11.11,15.18,9.14,7.5,0.26,2779,78,29,50,0,274,282,79.58,2.23,0.83,1.43,0,7.85,8.08,2941,551,84.22,15.78,2410,169,743,1075,289,84,20,30,7.01,30.83,44.61,11.99,3.49,0.83,1.24,3414,778,2636,22.79,77.21,78098,88076.95364,38914,0.3765,1652,1510,142,91.4,8.6,1510,114,1356,0,0,0,0,40,7.55,89.8,0,0,0,0,2.65,1206,1738,1588,1421,167,0,10,0,23,0,117,91.37,81.76,9.61,0,0.58,0,1.32,0,6.73,22,56,344,624,195,160,131,3.71,22.78,41.32,12.91,10.6,8.68
53005010500,"Census Tract 105, Benton County, Washington",wa,53,005,010500,3361,3344.18,1.005029753,1792,1569,53.32,46.68,331,417,197,168,222,565,437,484,179,200,96,65,9.85,12.41,5.86,5,6.61,16.81,13,14.4,5.33,5.95,2.86,1.93,2763,104,12,61,0,160,261,82.21,3.09,0.36,1.81,0,4.76,7.77,2575,786,76.61,23.39,2026,171,665,694,333,115,27,21,8.44,32.82,34.25,16.44,5.68,1.33,1.04,3218,1089,2129,33.84,66.16,80486,91625.90775,29530,0.3454,1149,1019,130,88.69,11.31,1019,186,753,0,7,57,0,16,18.25,73.9,0,0.69,5.59,0,1.57,1333,1472,1205,1040,165,30,0,15,0,0,222,81.86,70.65,11.21,2.04,0,1.02,0,0,15.08,20,8,336,430,175,35,35,0.79,32.97,42.2,17.17,3.43,3.43
53005010600,"Census Tract 106, Benton County, Washington",wa,53,005,010600,4885,1629,2.998772195,2549,2336,52.18,47.82,394,414,466,99,714,811,597,342,464,351,174,59,8.07,8.47,9.54,2.03,14.62,16.6,12.22,7,9.5,7.19,3.56,1.21,4083,145,29,96,52,100,380,83.58,2.97,0.59,1.97,1.06,2.05,7.78,4098,787,83.89,16.11,2798,176,765,1166,259,280,35,117,6.29,27.34,41.67,9.26,10.01,1.25,4.18,4622,1202,3420,26.01,73.99,60769,76358.30671,30408,0.382,1946,1878,68,96.51,3.49,1878,235,1597,0,26,0,0,20,12.51,85.04,0,1.38,0,0,1.06,1244,1922,1702,1515,187,0,0,0,99,0,121,88.55,78.82,9.73,0,0,0,5.15,0,6.3,16,24,882,500,334,70,68,1.28,46.96,26.62,17.78,3.73,3.62
53005010701,"Census Tract 107.01, Benton County, Washington",wa,53,005,010701,2122,141.4156,15.00541161,1119,1003,52.73,47.27,108,180,138,87,130,236,258,323,296,231,119,16,5.09,8.48,6.5,4.1,6.13,11.12,12.16,15.22,13.95,10.89,5.61,0.75,1672,0,38,25,0,42,345,78.79,0,1.79,1.18,0,1.98,16.26,1821,301,85.82,14.18,1479,100,321,710,221,102,9,16,6.76,21.7,48.01,14.94,6.9,0.61,1.08,2083,460,1623,22.08,77.92,89938,117038.9853,41837,0.3938,786,749,37,95.29,4.71,749,24,718,0,3,0,4,0,3.2,95.86,0,0.4,0,0.53,0,763,1003,839,708,131,0,8,0,8,6,142,83.65,70.59,13.06,0,0.8,0,0.8,0.6,14.16,27,5,94,198,212,120,120,0.67,12.55,26.44,28.3,16.02,16.02
53005010703,"Census Tract 107.03, Benton County, Washington",wa,53,005,010703,3690,191.045,19.31482617,1849,1841,50.11,49.89,208,233,238,243,312,596,461,433,376,376,107,107,5.64,6.31,6.45,6.59,8.46,16.15,12.49,11.73,10.19,10.19,2.9,2.9,2635,0,0,4,0,282,769,71.41,0,0,0.11,0,7.64,20.84,2662,1028,72.14,27.86,2456,423,859,752,295,101,16,10,17.22,34.98,30.62,12.01,4.11,0.65,0.41,3556,940,2616,26.43,73.57,79236,93768.12054,33928,0.43,1407,1261,146,89.62,10.38,1261,13,1222,0,18,0,0,8,1.03,96.91,0,1.43,0,0,0.63,965,1752,1552,1219,333,33,35,0,0,7,125,88.58,69.58,19.01,1.88,2,0,0,0.4,7.13,26,90,166,433,318,150,104,7.14,13.16,34.34,25.22,11.9,8.25
53005010705,"Census Tract 107.05, Benton County, Washington",wa,53,005,010705,5889,2036.589,2.89160027,3012,2877,51.15,48.85,578,448,470,367,343,675,800,842,761,421,132,52,9.81,7.61,7.98,6.23,5.82,11.46,13.58,14.3,12.92,7.15,2.24,0.88,5066,56,13,84,0,173,497,86.02,0.95,0.22,1.43,0,2.94,8.44,5543,346,94.12,5.88,3683,89,582,1445,1086,321,30,130,2.42,15.8,39.23,29.49,8.72,0.81,3.53,5548,1687,3861,30.41,69.59,126065,134154.9236,44298,0.293,1955,1899,56,97.14,2.86,1899,157,1716,9,8,9,0,0,8.27,90.36,0.47,0.42,0.47,0,0,1660,2815,2442,2290,152,20,0,0,25,13,315,86.75,81.35,5.4,0.71,0,0,0.89,0.46,11.19,24,3,264,915,456,109,152,0.16,13.9,48.18,24.01,5.74,8
53005010707,"Census Tract 107.07, Benton County, Washington",wa,53,005,010707,3737,2171.698,1.720773224,1709,2028,45.73,54.27,315,391,586,122,148,286,729,501,400,169,66,24,8.43,10.46,15.68,3.26,3.96,7.65,19.51,13.41,10.7,4.52,1.77,0.64,2748,123,30,142,62,0,632,73.53,3.29,0.8,3.8,1.66,0,16.91,3518,219,94.14,5.86,2175,51,396,694,629,338,18,49,2.34,18.21,31.91,28.92,15.54,0.83,2.25,3627,1246,2381,34.35,65.65,136739,160445.9075,47350,0.3259,1152,1124,28,97.57,2.43,1124,222,853,0,41,8,0,0,19.75,75.89,0,3.65,0.71,0,0,1605,1711,1406,1276,130,0,0,0,6,0,299,82.17,74.58,7.6,0,0,0,0.35,0,17.48,26,45,112,489,268,175,35,4,9.96,43.51,23.84,15.57,3.11
53005010708,"Census Tract 107.08, Benton County, Washington",wa,53,005,010708,4438,1667.818,2.660961364,2096,2342,47.23,52.77,351,334,440,362,227,327,810,563,406,352,181,85,7.91,7.53,9.91,8.16,5.11,7.37,18.25,12.69,9.15,7.93,4.08,1.92,3569,24,0,21,47,213,564,80.42,0.54,0,0.47,1.06,4.8,12.71,3602,836,81.16,18.84,2724,105,375,1031,712,369,91,41,3.85,13.77,37.85,26.14,13.55,3.34,1.51,4251,1499,2752,35.26,64.74,134310,146150.9168,47165,0.3838,1544,1418,126,91.84,8.16,1418,221,1142,16,16,23,0,0,15.59,80.54,1.13,1.13,1.62,0,0,1148,1776,1420,1309,111,0,15,0,22,26,293,79.95,73.7,6.25,0,0.84,0,1.24,1.46,16.5,25,16,240,552,325,216,69,1.13,16.93,38.93,22.92,15.23,4.87
53005010807,"Census Tract 108.07, Benton County, Washington",wa,53,005,010807,1898,50.43303,37.63406471,916,982,48.26,51.74,159,226,186,105,100,208,365,170,186,148,39,6,8.38,11.91,9.8,5.53,5.27,10.96,19.23,8.96,9.8,7.8,2.05,0.32,1691,0,6,0,0,0,201,89.09,0,0.32,0,0,0,10.59,1672,226,88.09,11.91,1122,80,199,435,289,57,16,46,7.13,17.74,38.77,25.76,5.08,1.43,4.1,1826,583,1243,31.93,68.07,130208,133090.6897,41358,0.3408,623,580,43,93.1,6.9,580,67,498,0,0,0,15,0,11.55,85.86,0,0,0,2.59,0,1500,679,582,500,82,0,0,0,9,0,88,85.71,73.64,12.08,0,0,0,1.33,0,12.96,28,6,47,267,175,46,39,1.03,8.1,46.03,30.17,7.93,6.72
53005010809,"Census Tract 108.09, Benton County, Washington",wa,53,005,010809,6088,4092.68,1.487533919,2880,3208,47.31,52.69,306,471,396,186,366,1153,768,542,634,900,304,62,5.03,7.74,6.5,3.06,6.01,18.94,12.61,8.9,10.41,14.78,4.99,1.02,4880,245,38,215,0,99,611,80.16,4.02,0.62,3.53,0,1.63,10.04,5028,1060,82.59,17.41,4363,158,1159,1623,864,398,32,129,3.62,26.56,37.2,19.8,9.12,0.73,2.96,5883,1380,4503,23.46,76.54,83558,100973.6737,43228,0.3748,2839,2507,332,88.31,11.69,2507,556,1936,0,0,0,15,0,22.18,77.22,0,0,0,0.6,0,1283,2950,2563,2362,201,0,0,0,150,16,221,86.88,80.07,6.81,0,0,0,5.08,0.54,7.49,21,30,901,1037,238,263,38,1.2,35.94,41.36,9.49,10.49,1.52
53005010810,"Census Tract 108.10, Benton County, Washington",wa,53,005,010810,4908,2160.059,2.272160334,2458,2450,50.08,49.92,239,237,312,120,312,623,708,528,767,567,309,186,4.87,4.83,6.36,2.44,6.36,12.69,14.43,10.76,15.63,11.55,6.3,3.79,4305,69,14,250,19,52,199,87.71,1.41,0.29,5.09,0.39,1.06,4.05,4529,379,92.28,7.72,3688,160,459,1121,1141,449,219,139,4.34,12.45,30.4,30.94,12.17,5.94,3.77,4779,853,3926,17.85,82.15,107614,134944.2989,57611,0.4151,2331,2061,270,88.42,11.58,2061,452,1609,0,0,0,0,0,21.93,78.07,0,0,0,0,0,1277,2430,1981,1683,298,0,15,12,0,0,422,81.52,69.26,12.26,0,0.62,0.49,0,0,17.37,23,147,531,877,441,16,49,7.13,25.76,42.55,21.4,0.78,2.38
53005010811,"Census Tract 108.11, Benton County, Washington",wa,53,005,010811,5632,628.8984,8.955341878,2876,2756,51.07,48.93,459,354,545,282,174,451,763,834,686,809,236,39,8.15,6.29,9.68,5.01,3.09,8.01,13.55,14.81,12.18,14.36,4.19,0.69,4170,79,29,763,0,47,544,74.04,1.4,0.51,13.55,0,0.83,9.66,5310,322,94.28,5.72,3818,175,323,1171,1185,647,205,112,4.58,8.46,30.67,31.04,16.95,5.37,2.93,5319,1486,3833,27.94,72.06,191023,220325.0428,67870,0.3645,1878,1753,125,93.34,6.66,1753,686,1030,0,26,11,0,0,39.13,58.76,0,1.48,0.63,0,0,1741,2580,2150,2102,48,0,0,0,0,0,430,83.33,81.47,1.86,0,0,0,0,0,16.67,28,17,203,591,628,251,63,0.97,11.58,33.71,35.82,14.32,3.59
53005010814,"Census Tract 108.14, Benton County, Washington",wa,53,005,010814,5245,145.3991,36.07313084,2926,2319,55.79,44.21,177,622,718,417,327,249,808,768,623,511,25,0,3.37,11.86,13.69,7.95,6.23,4.75,15.41,14.64,11.88,9.74,0.48,0,4505,302,8,53,0,46,331,85.89,5.76,0.15,1.01,0,0.88,6.31,4875,370,92.95,7.05,2984,105,501,1099,807,337,87,48,3.52,16.79,36.83,27.04,11.29,2.92,1.61,5184,2136,3048,41.2,58.8,158625,213041.3883,61947,0.3968,1573,1527,46,97.08,2.92,1527,65,1420,0,13,0,29,0,4.26,92.99,0,0.85,0,1.9,0,NA,2238,1945,1803,142,0,0,0,0,11,282,86.91,80.56,6.34,0,0,0,0,0.49,12.6,28,8,95,491,492,270,171,0.52,6.22,32.15,32.22,17.68,11.2
